elapsed_time(s),inner_steps,outer_steps,pd_gap
2.1282e-5,0,1,0.01689531624479761
9.81036,1870581,11,0.010104402452287869
12.0771,2343240,21,0.007313522615805217
14.19,2776911,31,0.005814460252064165
16.1888,3182839,41,0.004908987251922408
18.0917,3566293,51,0.0042650102504954435
19.9723,3941174,61,0.0037869700044945494
21.6614,4277391,71,0.003417469771661656
23.2394,4589498,81,0.003128947073391756
24.7476,4887216,91,0.0028926480990843304
26.1769,5171233,101,0.0026920126949753886
27.5687,5445450,111,0.0025214920178806347
28.973,5722855,121,0.0023744622953032687
30.2113,5966312,131,0.0022446766773912483
31.5194,6223663,141,0.0021301154474043793
32.7948,6474890,151,0.002028034391930727
34.0083,6713633,161,0.0019394167620952196
35.1242,6931749,171,0.0018596137128048043
36.2343,7149287,181,0.0017868898257410153
37.4068,7378633,191,0.0017219988505427029
38.5289,7598045,201,0.0016669851341096168
39.6838,7822906,211,0.001616299771475635
40.821,8044124,221,0.0015688184903177183
41.968,8262185,231,0.0015248572019057691
43.1339,8487256,241,0.0014835573686021574
44.2486,8702780,251,0.001448749573870223
45.3841,8920884,261,0.001419089028584673
46.5228,9140868,271,0.00139267404006853
47.7075,9367984,281,0.0013687565867858981
48.7627,9569860,291,0.0013460812416432148
49.7872,9765509,301,0.0013239893642284766
50.8434,9967901,311,0.0013028242219286033
51.9646,10181897,321,0.0012822487146325647
52.926,10365993,331,0.0012618560619847598
53.9303,10557872,341,0.0012417195693995159
54.9201,10742991,351,0.0012226167664527807
55.8904,10928288,361,0.0012038978249456211
56.9262,11123268,371,0.0011854506920890295
57.9668,11322100,381,0.0011678531146519545
58.9903,11518197,391,0.0011526074894110897
60.0719,11724663,401,0.0011379369298537053
61.1128,11923861,411,0.0011240535176797323
62.0931,12106307,421,0.0011121438177906211
63.1513,12300457,431,0.0011007607878141725
64.1558,12491003,441,0.0010891970516516882
65.1085,12672506,451,0.0010776366787934935
66.0437,12852728,461,0.0010659137998380221
67.0442,13044140,471,0.0010540399892744069
68.0408,13235117,481,0.0010421736318677877
